[2024-08-24T13:08:58.544+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2024-08-24T13:08:58.560+0000] {taskinstance.py:2603} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: tutorial_taskflow_api.extract manual__2024-08-24T13:08:57.356294+00:00 [queued]>
[2024-08-24T13:08:58.568+0000] {taskinstance.py:2603} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: tutorial_taskflow_api.extract manual__2024-08-24T13:08:57.356294+00:00 [queued]>
[2024-08-24T13:08:58.569+0000] {taskinstance.py:2856} INFO - Starting attempt 1 of 1
[2024-08-24T13:08:58.583+0000] {taskinstance.py:2879} INFO - Executing <Task(_PythonDecoratedOperator): extract> on 2024-08-24 13:08:57.356294+00:00
[2024-08-24T13:08:58.587+0000] {warnings.py:112} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70: DeprecationWarning: This process (pid=453) is multi-threaded, use of fork() may lead to deadlocks in the child.
  pid = os.fork()

[2024-08-24T13:08:58.588+0000] {standard_task_runner.py:72} INFO - Started process 454 to run task
[2024-08-24T13:08:58.589+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'tutorial_taskflow_api', 'extract', 'manual__2024-08-24T13:08:57.356294+00:00', '--job-id', '5', '--raw', '--subdir', 'DAGS_FOLDER/main.py', '--cfg-path', '/tmp/tmpjx5nhtys']
[2024-08-24T13:08:58.592+0000] {standard_task_runner.py:105} INFO - Job 5: Subtask extract
[2024-08-24T13:08:58.640+0000] {task_command.py:467} INFO - Running <TaskInstance: tutorial_taskflow_api.extract manual__2024-08-24T13:08:57.356294+00:00 [running]> on host d334eccfe2d9
[2024-08-24T13:08:58.717+0000] {taskinstance.py:3122} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='***' AIRFLOW_CTX_DAG_ID='tutorial_taskflow_api' AIRFLOW_CTX_TASK_ID='extract' AIRFLOW_CTX_EXECUTION_DATE='2024-08-24T13:08:57.356294+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='manual__2024-08-24T13:08:57.356294+00:00'
[2024-08-24T13:08:58.719+0000] {taskinstance.py:731} INFO - ::endgroup::
[2024-08-24T13:08:58.930+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/l%C4%83ng-v%C3%A2n-chi-ki%E1%BA%BFm/id6475273991?l=vi
[2024-08-24T13:08:58.931+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/t%C3%ACm-v%E1%BA%ADt-b%E1%BB%8B-gi%E1%BA%A5u-find-it-out/id1643481036?l=vi
[2024-08-24T13:08:58.931+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/chi%E1%BA%BFn-gi%E1%BB%9Bi-4d/id1610048857?l=vi
[2024-08-24T13:08:58.932+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/3q-t%E1%BB%91c-bi%E1%BA%BFn-open-h%C3%B4m-nay/id6450411268?l=vi
[2024-08-24T13:08:58.932+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/township-vtc-game/id638689075?l=vi
[2024-08-24T13:08:58.933+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/titan-quest-ultimate-edition/id6455985208?l=vi
[2024-08-24T13:08:58.934+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/dysmantle/id1403738209?l=vi
[2024-08-24T13:08:58.934+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/ski-safari-2/id952555810?l=vi
[2024-08-24T13:08:58.935+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/eco-inc-save-earth-planet/id1504760106?l=vi
[2024-08-24T13:08:58.936+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/minigames-watch-games-arcade/id1519386476?l=vi
[2024-08-24T13:08:58.936+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/kingdom-rush-frontiers-td/id598581396?l=vi
[2024-08-24T13:08:58.937+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/root-board-game/id1439262206?l=vi
[2024-08-24T13:08:58.937+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/v%C6%B0%C6%A1ng-qu%E1%BB%91c-m%C3%A2y/id6477286450?l=vi
[2024-08-24T13:08:58.938+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/tank-hero/id438314348?l=vi
[2024-08-24T13:08:58.938+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/papas-pastaria-to-go/id1518055618?l=vi
[2024-08-24T13:08:58.939+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/rotaeno/id1614771445?l=vi
[2024-08-24T13:08:58.939+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/gardenscapes-vtc-game/id1105855019?l=vi
[2024-08-24T13:08:58.940+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/lmht-t%E1%BB%91c-chi%E1%BA%BFn/id1531280382?l=vi
[2024-08-24T13:08:58.940+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/shadow-knight-ninja-fight-game/id1521644363?l=vi
[2024-08-24T13:08:58.941+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/papas-freezeria-to-go/id824305459?l=vi
[2024-08-24T13:08:58.941+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/exploding-kittens/id1040227414?l=vi
[2024-08-24T13:08:58.941+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/%C4%91%E1%BA%A1i-chi%E1%BA%BFn-ti%E1%BB%87m-l%E1%BA%A9u/id6474237683?l=vi
[2024-08-24T13:08:58.942+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/stickman-party-4-player-games/id1467762267?l=vi
[2024-08-24T13:08:58.942+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/shadowmatic/id775888026?l=vi
[2024-08-24T13:08:58.942+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/specimen-zero-horror/id1574175808?l=vi
[2024-08-24T13:08:58.942+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/rfs-real-flight-simulator/id1444761746?l=vi
[2024-08-24T13:08:58.943+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/death-stranding-directors-cut/id6449748961?l=vi
[2024-08-24T13:08:58.943+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/implosion-never-lose-hope/id870322730?l=vi
[2024-08-24T13:08:58.943+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/harvest-moon-home-sweet-home/id6458877203?l=vi
[2024-08-24T13:08:58.944+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/stick-war-legacy/id1001780528?l=vi
[2024-08-24T13:08:58.944+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/papas-donuteria-to-go/id1462324486?l=vi
[2024-08-24T13:08:58.945+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/fruitfusionfrenzy/id6575382381?l=vi
[2024-08-24T13:08:58.946+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/bridge-race/id1543845882?l=vi
[2024-08-24T13:08:58.946+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/garena-li%C3%AAn-qu%C3%A2n-mobile/id1150288115?l=vi
[2024-08-24T13:08:58.947+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/th%E1%BB%9Di-gian-c%E1%BB%A7a-t%C3%B4i-%E1%BB%9F-portia/id1555184523?l=vi
[2024-08-24T13:08:58.947+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/epic-little-war-game/id942293005?l=vi
[2024-08-24T13:08:58.948+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/alo-ch%E1%BB%A7-t%C6%B0%E1%BB%9Bng-gamota/id1641642655?l=vi
[2024-08-24T13:08:58.948+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/aerofly-fs-global/id6473001577?l=vi
[2024-08-24T13:08:58.949+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/grand-theft-auto-vice-city/id578448682?l=vi
[2024-08-24T13:08:58.949+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/temple-run-2/id572395608?l=vi
[2024-08-24T13:08:58.950+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/sakura-school-simulator/id1439434588?l=vi
[2024-08-24T13:08:58.950+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/mini-world-creata/id1540197003?l=vi
[2024-08-24T13:08:58.950+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/anh-h%C3%B9ng-c%E1%BA%A5m-%C4%91%E1%BB%8Ba-vtc-game/id6443760593?l=vi
[2024-08-24T13:08:58.951+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/dont-starve-pocket-edition/id1012298403?l=vi
[2024-08-24T13:08:58.951+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/stardew-valley/id1406710800?l=vi
[2024-08-24T13:08:58.951+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/empire-warriors-game-offline/id1513854092?l=vi
[2024-08-24T13:08:58.952+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/poppy-playtime-chapter-1/id1610947489?l=vi
[2024-08-24T13:08:58.952+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/zingspeed-mobile/id1435297178?l=vi
[2024-08-24T13:08:58.953+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/geometry-dash-lite/id698255242?l=vi
[2024-08-24T13:08:58.953+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/a-dance-of-fire-and-ice/id1456547302?l=vi
[2024-08-24T13:08:58.954+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/kingdom-rush-5-alliance-td/id1622869542?l=vi
[2024-08-24T13:08:58.954+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/pascals-wager/id1476649036?l=vi
[2024-08-24T13:08:58.954+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/tom-bi%E1%BA%BFt-n%C3%B3i-r%C6%B0%E1%BB%A3t-v%C3%A0ng/id1089336971?l=vi
[2024-08-24T13:08:58.955+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/playdeads-limbo/id656951157?l=vi
[2024-08-24T13:08:58.955+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/au-mobile-vtc-fashion-dance/id1207998539?l=vi
[2024-08-24T13:08:58.955+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/ultimate-lion-simulator-2/id1486708164?l=vi
[2024-08-24T13:08:58.956+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/among-us/id1351168404?l=vi
[2024-08-24T13:08:58.956+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/unruly-heroes/id1521243180?l=vi
[2024-08-24T13:08:58.956+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/nexomon/id1254864644?l=vi
[2024-08-24T13:08:58.956+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/pubg-mobile-vn/id1438396625?l=vi
[2024-08-24T13:08:58.957+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/tom-bi%E1%BA%BFt-n%C3%B3i-anh-h%C3%B9ng-t%E1%BB%91c-%C4%91%E1%BB%99/id1434807653?l=vi
[2024-08-24T13:08:58.957+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/supermarket-master-3d/id6480576130?l=vi
[2024-08-24T13:08:58.957+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/zingplay-ti%E1%BA%BFn-l%C3%AAn-ica/id1528287521?l=vi
[2024-08-24T13:08:58.958+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/grand-theft-auto-san-andreas/id763692274?l=vi
[2024-08-24T13:08:58.958+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/iron-marines-rts-offline-game/id1056920931?l=vi
[2024-08-24T13:08:58.958+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/3d-fish-growing/id1570396414?l=vi
[2024-08-24T13:08:58.958+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/ultimate-fishing-fish-game/id1614822514?l=vi
[2024-08-24T13:08:58.959+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/block-craft-3d-m%C3%B4-ph%E1%BB%8Fng/id981633844?l=vi
[2024-08-24T13:08:58.959+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/bomber-vng/id6475763562?l=vi
[2024-08-24T13:08:58.959+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/iron-marines-invasion-rts-game/id1620202676?l=vi
[2024-08-24T13:08:58.960+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/titan-quest-hd/id1424977227?l=vi
[2024-08-24T13:08:58.960+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/railbound/id1636439801?l=vi
[2024-08-24T13:08:58.960+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/magic-tiles-3-piano-game/id1443446174?l=vi
[2024-08-24T13:08:58.960+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/getting-over-it/id1319618742?l=vi
[2024-08-24T13:08:58.961+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/coin-master/id406889139?l=vi
[2024-08-24T13:08:58.961+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/plague-inc/id525818839?l=vi
[2024-08-24T13:08:58.961+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/tap-cube-blast/id6504853257?l=vi
[2024-08-24T13:08:58.962+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/exploding-kittens-2/id6478287619?l=vi
[2024-08-24T13:08:58.962+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/noi-thu-n%E1%BB%91i-th%C3%BA-c%E1%BB%95-%C4%91i%E1%BB%83n/id1509872509?l=vi
[2024-08-24T13:08:58.963+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/%C4%91%E1%BA%A1i-chi%E1%BA%BFn-tam-qu%E1%BB%91c/id1208729802?l=vi
[2024-08-24T13:08:58.963+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/viking-rise-gamota/id6475273921?l=vi
[2024-08-24T13:08:58.963+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/thi-chi%E1%BA%BFn-tam-qu%E1%BB%91c/id6496204188?l=vi
[2024-08-24T13:08:58.964+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/roblox-vng/id6474715805?l=vi
[2024-08-24T13:08:58.964+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/ng%E1%BB%B1-long-ki%E1%BA%BFm-3d/id1638876595?l=vi
[2024-08-24T13:08:58.964+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/play-together-vng/id1612175933?l=vi
[2024-08-24T13:08:58.964+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/samurai-2-vengeance/id392486160?l=vi
[2024-08-24T13:08:58.965+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/gta-san-andreas-t%E1%BA%ADn-c%C3%B9ng/id6468845068?l=vi
[2024-08-24T13:08:58.965+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/8-ball-pool/id543186831?l=vi
[2024-08-24T13:08:58.965+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/mobile-legends-bang-bang-ft/id6468942281?l=vi
[2024-08-24T13:08:58.965+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/papas-wingeria-to-go/id1451873044?l=vi
[2024-08-24T13:08:58.966+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/brain-out/id1477841973?l=vi
[2024-08-24T13:08:58.966+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/satisdom/id6480585904?l=vi
[2024-08-24T13:08:58.966+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/geometry-dash/id625334537?l=vi
[2024-08-24T13:08:58.967+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/x%E1%BA%A1-th%E1%BB%A7-%C4%91%C3%A1nh-thu%C3%AA-hitman-sniper/id904278510?l=vi
[2024-08-24T13:08:58.967+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/demon-slayer-storm/id6550900216?l=vi
[2024-08-24T13:08:58.967+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/tam-qu%E1%BB%91c-ch%E1%BA%A1y-ch%E1%BA%A1y-ch%E1%BA%A1y/id6497794021?l=vi
[2024-08-24T13:08:58.967+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/townsmen-premium/id549432607?l=vi
[2024-08-24T13:08:58.968+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/giang-h%E1%BB%93-b%C3%A1t-ph%C3%A1i-ph%C3%A2n-tranh/id1613851348?l=vi
[2024-08-24T13:08:58.968+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/watermelon-drop-fruit-merge/id6471572249?l=vi
[2024-08-24T13:08:58.968+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/my-superstore-simulator/id6511238101?l=vi
[2024-08-24T13:08:58.969+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/kingdom-rush-origins-td/id904737816?l=vi
[2024-08-24T13:08:58.969+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/shadow-fight-2-special-edition/id1261834568?l=vi
[2024-08-24T13:08:58.969+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/joe-danger-infinity/id704484890?l=vi
[2024-08-24T13:08:58.969+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/shadow-fight-2-special-edition/id1261834568?l=vi
[2024-08-24T13:08:58.970+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/joe-danger-infinity/id704484890?l=vi
[2024-08-24T13:08:58.970+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/papas-paleteria-to-go/id6477835115?l=vi
[2024-08-24T13:08:58.970+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/badland-2/id1007120869?l=vi
[2024-08-24T13:08:58.970+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/multicraft-build-and-mine/id1174039276?l=vi
[2024-08-24T13:08:58.971+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/football-pro-vtc/id1663702161?l=vi
[2024-08-24T13:08:58.971+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/dead-cells/id1389752090?l=vi
[2024-08-24T13:08:58.971+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/combo-hero/id6504273507?l=vi
[2024-08-24T13:08:58.972+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/street-kart-1-go-kart-game/id727544019?l=vi
[2024-08-24T13:08:58.972+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/earn-to-die-2/id891194610?l=vi
[2024-08-24T13:08:58.972+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/ai-tu-ti%C3%AAn-tuy%E1%BB%87t-v%E1%BB%9Di/id6502904653?l=vi
[2024-08-24T13:08:58.972+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/candy-crush-saga/id553834731?l=vi
[2024-08-24T13:08:58.973+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/escapists-2-pocket-breakout/id1356167732?l=vi
[2024-08-24T13:08:58.973+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/epic-stickman-rpg-idle-war/id6503872838?l=vi
[2024-08-24T13:08:58.973+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/fieldrunners-2/id527358348?l=vi
[2024-08-24T13:08:58.973+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/street-fighter-iv-ce/id1239299402?l=vi
[2024-08-24T13:08:58.974+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/kingdom-rush-vengeance-td-game/id1248033433?l=vi
[2024-08-24T13:08:58.974+0000] {logging_mixin.py:190} INFO - https://apps.apple.com/vn/app/neighbours-back-from-hell/id1537362903?l=vi
